Country Name,Region,Continent,"Agricultura, silvicultura y pesca, valor agregado_2015","Agricultura, silvicultura y pesca, valor agregado_2016","Agricultura, silvicultura y pesca, valor agregado_2017","Agricultura, silvicultura y pesca, valor agregado_2018","Agricultura, silvicultura y pesca, valor agregado_2019","Agricultura, silvicultura y pesca, valor agregado_2020","Agricultura, silvicultura y pesca, valor agregado_2021","Agricultura, silvicultura y pesca, valor agregado_2022","Agricultura, silvicultura y pesca, valor agregado_2023",Cobertura de beneficios por desempleo y los ALMP _2015,Cobertura de beneficios por desempleo y los ALMP _2016,Cobertura de beneficios por desempleo y los ALMP _2017,Cobertura de beneficios por desempleo y los ALMP _2018,Cobertura de beneficios por desempleo y los ALMP _2019,Cobertura de beneficios por desempleo y los ALMP _2020,Cobertura de beneficios por desempleo y los ALMP _2021,Comercio servicios_2015,Comercio servicios_2016,Comercio servicios_2017,Comercio servicios_2018,Comercio servicios_2019,Comercio servicios_2020,Comercio servicios_2021,Comercio servicios_2022,Comercio servicios_2023,Contaminación aire_2015,Contaminación aire_2016,Contaminación aire_2017,Crecimiento PIB per capita_2015,Crecimiento PIB per capita_2016,Crecimiento PIB per capita_2017,Crecimiento PIB per capita_2018,Crecimiento PIB per capita_2019,Crecimiento PIB per capita_2020,Crecimiento PIB per capita_2021,Crecimiento PIB per capita_2022,Crecimiento PIB per capita_2023,Crecimiento población urbana_2015,Crecimiento población urbana_2016,Crecimiento población urbana_2017,Crecimiento población urbana_2018,Crecimiento población urbana_2019,Crecimiento población urbana_2020,Crecimiento población urbana_2021,Crecimiento población urbana_2022,Crecimiento población urbana_2023,Desempleo hombres_2015,Desempleo hombres_2016,Desempleo hombres_2017,Desempleo hombres_2018,Desempleo hombres_2019,Desempleo hombres_2020,Desempleo hombres_2021,Desempleo hombres_2022,Desempleo hombres_2023,Desempleo mujeres_2015,Desempleo mujeres_2016,Desempleo mujeres_2017,Desempleo mujeres_2018,Desempleo mujeres_2019,Desempleo mujeres_2020,Desempleo mujeres_2021,Desempleo mujeres_2022,Desempleo mujeres_2023,"Desempleo, total_2015","Desempleo, total_2016","Desempleo, total_2017","Desempleo, total_2018","Desempleo, total_2019","Desempleo, total_2020","Desempleo, total_2021","Desempleo, total_2022","Desempleo, total_2023","Empleadores, total_2015","Empleadores, total_2016","Empleadores, total_2017","Empleadores, total_2018","Empleadores, total_2019","Empleadores, total_2020","Empleadores, total_2021","Empleadores, total_2022","Empleadores, total_2023",Empleados agricultura - hombres_2015,Empleados agricultura - hombres_2016,Empleados agricultura - hombres_2017,Empleados agricultura - hombres_2018,Empleados agricultura - hombres_2019,Empleados agricultura - hombres_2020,Empleados agricultura - hombres_2021,Empleados agricultura - hombres_2022,Empleados agricultura - hombres_2023,Empleados agricultura - mujeres_2015,Empleados agricultura - mujeres_2016,Empleados agricultura - mujeres_2017,Empleados agricultura - mujeres_2018,Empleados agricultura - mujeres_2019,Empleados agricultura - mujeres_2020,Empleados agricultura - mujeres_2021,Empleados agricultura - mujeres_2022,Empleados agricultura - mujeres_2023,"Empleo vulnerable, total_2015","Empleo vulnerable, total_2016","Empleo vulnerable, total_2017","Empleo vulnerable, total_2018","Empleo vulnerable, total_2019","Empleo vulnerable, total_2020","Empleo vulnerable, total_2021","Empleo vulnerable, total_2022","Empleo vulnerable, total_2023",Empleos agricultura_2015,Empleos agricultura_2016,Empleos agricultura_2017,Empleos agricultura_2018,Empleos agricultura_2019,Empleos agricultura_2020,Empleos agricultura_2021,Empleos agricultura_2022,Empleos agricultura_2023,Exportaciones bienes y servicios (% del PIB)_2015,Exportaciones bienes y servicios (% del PIB)_2016,Exportaciones bienes y servicios (% del PIB)_2017,Exportaciones bienes y servicios (% del PIB)_2018,Exportaciones bienes y servicios (% del PIB)_2019,Exportaciones bienes y servicios (% del PIB)_2020,Exportaciones bienes y servicios (% del PIB)_2021,Exportaciones bienes y servicios (% del PIB)_2022,Exportaciones bienes y servicios (% del PIB)_2023,Exportaciones de bienes y servicios(% anual)_2015,Exportaciones de bienes y servicios(% anual)_2016,Exportaciones de bienes y servicios(% anual)_2017,Exportaciones de bienes y servicios(% anual)_2018,Exportaciones de bienes y servicios(% anual)_2019,Exportaciones de bienes y servicios(% anual)_2020,Exportaciones de bienes y servicios(% anual)_2021,Exportaciones de bienes y servicios(% anual)_2022,Exportaciones de bienes y servicios(% anual)_2023,Gasto investigación y desarrollo_2015,Gasto investigación y desarrollo_2016,Gasto investigación y desarrollo_2017,Gasto investigación y desarrollo_2018,Gasto investigación y desarrollo_2019,Gasto investigación y desarrollo_2020,Gasto investigación y desarrollo_2021,Gasto investigación y desarrollo_2022,Indice facilidad para hacer negocios_2019,"Inflación, deflactor del PIB (%) anual_2015","Inflación, deflactor del PIB (%) anual_2016","Inflación, deflactor del PIB (%) anual_2017","Inflación, deflactor del PIB (%) anual_2018","Inflación, deflactor del PIB (%) anual_2019","Inflación, deflactor del PIB (%) anual_2020","Inflación, deflactor del PIB (%) anual_2021","Inflación, deflactor del PIB (%) anual_2022","Inflación, deflactor del PIB (%) anual_2023",Inversión extranjera directa_2015,Inversión extranjera directa_2016,Inversión extranjera directa_2017,Inversión extranjera directa_2018,Inversión extranjera directa_2019,Inversión extranjera directa_2020,Inversión extranjera directa_2021,Inversión extranjera directa_2022,Inversión extranjera directa_2023,Medicos (cada 1.000 personas)_2015,Medicos (cada 1.000 personas)_2016,Medicos (cada 1.000 personas)_2017,Medicos (cada 1.000 personas)_2018,Medicos (cada 1.000 personas)_2019,Medicos (cada 1.000 personas)_2020,Medicos (cada 1.000 personas)_2021,Medicos (cada 1.000 personas)_2022,Nuevas empresas registradas (numero)_2015,Nuevas empresas registradas (numero)_2016,Nuevas empresas registradas (numero)_2017,Nuevas empresas registradas (numero)_2018,Nuevas empresas registradas (numero)_2019,Nuevas empresas registradas (numero)_2020,Nuevas empresas registradas (numero)_2021,Nuevas empresas registradas (numero)_2022,Pago de impuestos (numero)_2015,Pago de impuestos (numero)_2016,Pago de impuestos (numero)_2017,Pago de impuestos (numero)_2018,Pago de impuestos (numero)_2019,Personas desempleadas educación avanzada_2015,Personas desempleadas educación avanzada_2016,Personas desempleadas educación avanzada_2017,Personas desempleadas educación avanzada_2018,Personas desempleadas educación avanzada_2019,Personas desempleadas educación avanzada_2020,Personas desempleadas educación avanzada_2021,Personas desempleadas educación avanzada_2022,Personas desempleadas educación avanzada_2023,Personas desempleadas educación basica_2015,Personas desempleadas educación basica_2016,Personas desempleadas educación basica_2017,Personas desempleadas educación basica_2018,Personas desempleadas educación basica_2019,Personas desempleadas educación basica_2020,Personas desempleadas educación basica_2021,Personas desempleadas educación basica_2022,Personas desempleadas educación basica_2023,Personas desempleadas educación intermedia_2015,Personas desempleadas educación intermedia_2016,Personas desempleadas educación intermedia_2017,Personas desempleadas educación intermedia_2018,Personas desempleadas educación intermedia_2019,Personas desempleadas educación intermedia_2020,Personas desempleadas educación intermedia_2021,Personas desempleadas educación intermedia_2022,Personas desempleadas educación intermedia_2023,PIB per capita US a precios actuales_2015,PIB per capita US a precios actuales_2016,PIB per capita US a precios actuales_2017,PIB per capita US a precios actuales_2018,PIB per capita US a precios actuales_2019,PIB per capita US a precios actuales_2020,PIB per capita US a precios actuales_2021,PIB per capita US a precios actuales_2022,PIB per capita US a precios actuales_2023,Tasa crecimiento prom. anualizada _2015,Tasa crecimiento prom. anualizada _2016,Tasa crecimiento prom. anualizada _2017,Tasa crecimiento prom. anualizada _2018,Tasa crecimiento prom. anualizada _2019,Tasa crecimiento prom. anualizada _2020,Tasa crecimiento prom. anualizada _2021,Tasa crecimiento prom. anualizada _2022,Tasa crecimiento prom. anualizada _2023,Tecnicos investigación y desarrollo_2015,Tecnicos investigación y desarrollo_2016,Tecnicos investigación y desarrollo_2017,Tecnicos investigación y desarrollo_2018,Tierras cultivables_2015,Tierras cultivables_2016,Tierras cultivables_2017,Tierras cultivables_2018,Tierras cultivables_2019,Tierras cultivables_2020,Tierras cultivables_2021,Tierras cultivables_2022,"Trabajadores asalariados (empleados), total_2015","Trabajadores asalariados (empleados), total_2016","Trabajadores asalariados (empleados), total_2017","Trabajadores asalariados (empleados), total_2018","Trabajadores asalariados (empleados), total_2019","Trabajadores asalariados (empleados), total_2020","Trabajadores asalariados (empleados), total_2021","Trabajadores asalariados (empleados), total_2022","Trabajadores asalariados (empleados), total_2023",Trabajadores salud_2015,Trabajadores salud_2016
Iraq,Western Asia,Asia,4.192,3.977,2.977,2.816,3.77,6.089,3.279,1.635,2.804,,,,,,,,13.699,12.336,11.919,10.367,12.919,9.74,10.092,10.913,13.526,100.0,100.0,100.0,-0.154,11.098,-3.985,0.268,3.14,-13.968,-0.747,5.199,-5.097,2.961,2.639,2.493,2.609,2.565,2.523,2.56,2.624,2.594,8.553,8.46,10.194,10.894,11.722,13.61,14.23,13.269,13.234,22.218,22.141,30.761,29.716,28.884,29.239,28.21,29.893,29.85,,10.82,13.02,,,,16.173,,,3.683,3.77,3.569,3.289,3.921,4.24,4.465,4.464,4.467,8.35,7.804,8.184,8.039,7.673,7.858,7.821,7.561,7.565,16.85,15.992,15.969,15.585,14.804,14.721,14.527,13.98,13.726,28.424,27.45,26.173,25.707,26.123,26.814,26.983,26.923,27.13,9.592,9.037,9.035,8.884,8.495,8.658,8.619,8.279,8.246,34.514,28.109,33.916,40.803,38.052,27.75,37.322,44.64,,34.456,-0.865,-0.996,6.267,4.639,-10.103,-14.971,7.232,,0.04,0.037,0.046,0.043,0.033,0.041,0.041,,172.0,-28.76,-11.104,14.65,18.204,-2.674,-11.22,38.9,26.994,-18.189,-4.542,-3.752,-2.688,-2.149,-1.316,-1.58,-1.258,-0.729,-2.138,0.714,0.703,0.794,0.67,0.873,0.913,0.972,1.012,1841.0,2054.0,2826.0,2398.0,2547.0,1984.0,2437.0,3037.0,15.0,15.0,15.0,15.0,15.0,,,,,,,18.841,,,,,,,,,14.662,,,,,,,,,13.4,,,4440.142,4334.421,4759.285,5646.689,5671.857,4295.189,4868.494,6504.124,5565.126,,,,,,,,,,24.984,25.993,19.292,22.979,11.446,11.446,11.446,11.446,11.446,11.446,11.446,11.446,67.893,68.78,70.258,71.004,69.956,68.946,68.552,68.614,68.403,,
Irlanda,Northern Europe,Europe,0.868,0.925,1.119,0.831,0.883,0.94,0.967,1.099,0.876,,,,,,,,117.976,137.851,140.713,128.653,165.903,168.797,142.778,140.461,154.173,2.718,0.274,0.274,23.444,0.086,8.858,6.22,3.614,6.061,15.152,5.833,-8.056,1.262,1.447,1.423,1.593,1.739,1.419,1.36,3.022,3.15,10.734,9.023,7.066,5.784,5.175,5.601,6.352,4.352,4.356,8.908,7.598,6.294,5.691,4.685,5.65,6.378,4.672,4.211,9.908,8.374,6.713,5.741,4.95,5.623,6.364,4.501,4.288,4.031,4.055,3.999,4.04,3.986,4.007,3.806,3.982,3.828,8.451,8.46,8.008,7.563,7.177,7.038,7.235,6.375,6.463,1.605,1.538,1.557,1.462,1.208,1.46,1.312,1.251,1.268,12.434,12.175,11.442,10.976,10.413,10.515,10.313,10.421,9.921,5.321,5.281,5.046,4.763,4.429,4.48,4.489,3.986,4.027,122.925,124.197,124.815,122.966,127.272,135.463,133.055,136.684,135.058,41.022,4.422,12.151,5.381,10.481,13.809,14.065,13.494,-5.818,1.182,1.175,1.252,1.167,1.225,1.233,1.131,,24.0,8.908,0.119,1.5,0.924,3.392,-1.924,1.098,6.763,3.622,74.745,26.1,20.407,20.377,7.676,8.083,14.629,-6.485,-25.385,3.143,3.219,3.282,3.302,3.343,3.484,4.062,,19207.0,20754.0,22048.0,22217.0,22561.0,21679.0,25282.0,21263.0,9.0,9.0,9.0,9.0,9.0,5.637,5.026,4.048,3.812,3.22,4.124,4.128,3.336,2.914,16.807,14.206,11.312,9.723,8.63,8.047,10.182,8.298,8.337,12.401,10.07,8.427,6.924,5.952,6.903,8.155,5.114,4.929,64311.823,64292.66,72499.327,81248.314,82508.466,87567.115,105561.137,106194.756,103887.8,,,,,,,5.01,,,1161.917,1151.985,1164.609,,6.576,6.692,6.692,6.547,6.431,6.445,6.329,6.474,83.535,83.77,84.559,84.984,85.601,85.478,85.881,85.597,86.251,,
"Irán, República Islámica del",Southern Asia,Asia,10.092,9.784,9.827,11.133,13.325,12.213,12.393,12.765,12.836,,,,,,,,,,,,,,,,,100.0,100.0,100.0,-2.758,7.266,1.291,-3.082,-4.11,2.539,3.853,2.538,3.788,2.084,2.143,2.132,1.95,1.734,1.407,1.45,1.804,1.788,9.453,10.746,10.371,10.56,9.144,8.504,8.011,7.759,7.703,19.624,20.902,20.009,19.062,17.633,15.739,16.098,15.887,15.793,11.166,12.618,12.232,12.195,10.74,9.687,9.282,9.085,,3.7,3.538,3.786,3.685,3.629,3.138,3.117,3.329,3.299,16.164,15.679,15.619,16.044,16.401,16.424,15.253,14.678,14.399,22.606,21.73,21.109,19.486,19.734,18.416,17.083,13.819,13.8,39.772,40.688,40.826,41.839,41.332,40.592,39.655,39.451,39.212,17.146,16.688,16.585,16.654,16.979,16.728,15.519,14.548,14.307,18.721,21.162,22.736,31.116,23.484,19.425,22.839,26.816,24.201,10.07,27.423,0.505,-0.393,-20.599,-12.829,5.177,8.157,17.145,0.394,,0.76,,0.788,,,,127.0,0.197,9.4,13.035,31.641,30.535,44.265,56.32,50.585,30.493,0.029,0.023,0.015,0.019,0.025,0.03,0.021,0.025,0.021,1.106,,1.078,1.514,,,,,,,,,,36158.0,,,20.0,20.0,20.0,20.0,20.0,11.956,13.937,,18.376,16.916,14.347,13.763,12.942,,8.071,9.131,,8.843,7.282,7.068,6.437,6.698,,11.765,13.428,,12.676,11.264,10.288,10.033,9.507,,4952.734,5477.037,5753.115,4631.787,3831.279,2988.781,4334.793,4405.093,4465.638,,,,,,,,-0.12,,160.589,,496.815,,9.017,9.017,9.328,9.603,9.627,9.652,9.676,9.676,56.528,55.774,55.388,54.476,55.038,56.27,57.228,57.22,57.489,,
Islandia,Northern Europe,Europe,5.291,4.575,3.778,3.905,4.385,4.641,4.364,4.25,3.818,,,,,,,,40.978,41.352,40.649,39.625,36.054,21.756,24.806,33.839,36.459,11.985,11.1,10.285,3.354,4.838,1.779,2.117,-0.354,-8.439,3.543,6.287,2.007,1.077,1.425,2.386,2.721,2.244,1.669,1.688,2.565,2.98,3.914,2.918,2.763,2.848,3.845,5.636,5.744,4.135,3.872,4.051,3.046,2.718,2.536,3.111,5.293,6.364,3.387,3.103,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789,3.518,1.557,1.463,1.381,1.288,1.258,1.246,1.254,1.269,1.284,6.498,5.421,5.349,6.461,6.33,5.959,6.085,6.186,5.234,1.734,2.167,1.933,1.202,1.367,1.797,1.739,1.679,1.931,12.241,12.066,11.95,11.734,11.56,11.55,12.769,12.453,12.399,4.239,3.895,3.757,4.03,4.037,4.043,4.094,4.093,3.709,51.652,47.484,45.732,46.047,43.713,33.31,37.273,45.694,43.644,8.948,10.951,5.08,0.422,-5.349,-30.688,14.764,22.121,6.323,2.181,2.11,2.084,2.001,2.342,2.491,2.805,,26.0,6.055,2.261,0.937,2.632,4.457,4.016,6.372,8.885,5.699,6.541,-5.128,-28.307,-2.371,-2.255,-4.061,1.802,4.86,2.198,3.772,3.849,3.871,3.891,3.891,4.317,4.405,4.524,2385.0,2683.0,2588.0,2312.0,2214.0,2501.0,3231.0,3052.0,21.0,21.0,21.0,21.0,21.0,2.733,1.688,1.614,1.859,2.313,3.674,4.081,2.447,2.261,6.147,4.53,4.745,4.527,5.719,8.388,9.959,7.29,6.762,3.354,3.073,2.423,2.284,3.334,5.534,5.883,3.165,3.058,52951.682,61987.926,72010.149,74452.189,68452.236,59023.566,69325.908,75314.086,79636.955,,,5.63,,,,,,,2100.908,,2371.461,,1.207,1.207,1.207,1.2,1.2,1.2,1.2,1.2,86.202,86.471,86.669,86.978,87.181,87.205,85.977,86.278,86.316,,
Islas Marshall,Micronesia,Oceania,12.423,12.728,15.832,16.279,18.209,19.906,24.966,21.013,19.472,,,,,,,,36.972,36.953,37.288,44.845,28.731,29.382,31.901,,,100.0,100.0,100.0,3.965,4.848,6.184,8.385,13.66,0.189,4.499,2.065,-0.842,-1.454,-1.712,-1.974,-2.195,-2.361,-2.515,-2.715,-2.712,-2.725,,,,,,,,,,,,,,,,,,,,,,,6.342,,9.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.242,36.493,39.113,39.726,37.062,35.488,46.395,40.818,38.922,-0.871,-11.688,-2.956,6.007,11.91,-4.717,22.24,-18.876,0.478,,,,,,,,,153.0,-3.065,7.169,2.258,-2.407,-4.154,6.782,5.779,-1.018,6.52,-2.936,-1.514,2.731,4.433,2.218,1.259,0.193,,,,,,,,,,,,,,,,,,5.0,9.0,9.0,9.0,9.0,9.0,,,,,4.922,,1.814,,,,,,,8.168,,12.795,,,,,,,5.847,,9.449,,,3764.344,4229.81,4592.835,4858.121,5292.34,5661.968,6258.612,6322.829,6678.342,,,,,,,,,,,,,,2.778,2.778,2.778,2.778,2.778,2.778,2.778,2.778,,,,,,,,,,,
Islas Salomón,Melanesia,Oceania,33.223,34.447,33.28,33.969,32.671,34.12,35.044,33.756,,,,,,,,,22.024,23.921,23.327,22.498,23.839,13.173,12.702,18.443,22.617,100.0,100.0,99.918,-1.903,1.895,-0.426,-0.649,-0.913,-5.503,0.131,-0.02,0.64,5.68,5.578,5.465,5.328,4.573,4.103,4.241,4.192,4.151,0.708,0.708,0.698,0.694,0.717,0.868,0.874,1.431,1.403,0.763,0.763,0.753,0.749,0.771,0.86,0.894,1.539,1.511,,,,,,,,,,1.049,1.06,1.071,1.083,1.095,1.098,1.117,1.125,1.134,40.124,39.811,39.053,38.727,38.051,38.453,38.217,37.832,37.243,41.423,41.016,40.298,39.828,39.132,39.087,39.275,38.365,37.914,68.416,67.634,66.807,65.917,65.005,65.258,64.414,63.947,63.243,40.748,40.39,39.65,39.255,38.57,38.758,38.727,38.087,37.565,40.361,39.729,38.679,42.126,36.497,27.938,27.175,26.287,,-6.466,10.702,5.165,6.219,-2.842,-21.847,-0.996,-1.505,,,,,,,,,,136.0,3.358,0.345,2.577,7.858,1.241,-1.326,-5.505,2.017,3.889,2.464,2.707,2.918,1.547,2.025,0.585,1.833,2.6,4.83,,0.191,,,,,,,187.0,199.0,333.0,444.0,,,,,34.0,34.0,34.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2045.479,2082.63,2143.575,2278.206,2223.665,2063.331,1996.87,2005.414,2041.636,,,,,,,,,,,,,,0.822,0.822,0.822,0.822,0.822,0.822,0.822,0.822,30.535,31.306,32.123,33.0,33.9,33.644,34.469,34.928,35.623,,
Israel,Western Asia,Asia,1.424,1.456,1.438,1.394,1.35,1.365,1.321,1.166,,,,,,,,,20.323,20.767,21.231,22.429,22.541,19.662,22.11,24.977,24.75,100.0,100.0,100.0,0.306,2.341,2.271,2.089,1.823,-3.187,7.52,4.397,0.333,2.063,2.044,2.025,2.015,1.999,1.857,1.776,2.062,2.16,5.058,4.597,4.051,3.953,3.627,4.348,4.886,3.8,3.701,5.31,4.865,4.241,3.877,3.846,3.973,4.731,3.581,3.485,5.176,4.723,4.14,3.917,3.731,4.169,4.812,3.695,3.371,3.97,3.994,3.854,3.392,3.261,3.095,3.082,3.707,3.728,1.388,1.427,1.449,1.256,1.291,1.344,1.127,1.117,1.095,0.603,0.556,0.502,0.554,0.512,0.446,0.437,0.415,0.408,8.022,8.157,8.026,8.048,8.057,8.214,8.118,7.966,7.965,1.021,1.018,1.004,0.923,0.921,0.915,0.796,0.78,0.762,31.242,30.062,29.326,29.996,29.254,27.618,29.326,31.729,30.604,-1.722,2.411,4.882,5.633,2.908,-2.414,14.834,8.444,-1.09,4.215,4.472,4.624,4.776,5.216,5.706,5.557,,35.0,2.335,0.378,0.04,0.654,1.902,0.971,2.07,4.726,4.266,3.745,3.735,4.729,5.735,4.344,5.093,3.87,4.387,2.942,3.451,3.443,3.452,3.499,3.542,3.584,3.654,3.713,16587.0,17624.0,17213.0,17456.0,17303.0,16898.0,,,28.0,28.0,28.0,28.0,6.0,3.352,2.924,2.765,2.462,2.566,2.866,3.457,2.448,2.399,9.539,9.571,6.849,6.778,6.146,7.01,7.377,6.873,5.874,5.581,5.04,4.604,4.44,4.197,4.752,5.5,4.204,3.751,36123.991,37556.627,40997.911,42233.261,44140.829,44679.772,52255.616,54930.726,52642.427,,,,,,,1.84,,,,,,,13.734,13.632,17.884,17.722,17.468,17.56,17.421,,88.007,87.849,88.12,88.56,88.682,88.691,88.8,88.327,88.307,,
Italia,Southern Europe,Europe,1.992,1.849,1.893,1.858,1.819,1.928,1.833,1.891,1.857,,,,,,,,10.871,10.936,11.627,11.896,12.138,9.438,10.038,12.684,13.208,96.755,94.548,94.777,0.983,1.408,1.756,1.018,1.594,-8.423,9.494,4.874,0.732,0.326,0.246,0.263,0.228,-0.731,-0.06,-0.084,0.233,0.406,11.316,10.892,10.342,9.749,9.097,8.408,8.661,7.115,6.78,12.695,12.776,12.39,11.778,11.103,10.197,10.63,9.355,8.763,11.896,11.688,11.211,10.61,9.952,9.164,9.497,8.069,7.627,6.904,6.754,6.556,6.497,6.446,6.322,6.212,6.21,6.221,4.691,4.864,4.814,4.74,4.985,5.106,5.192,4.84,4.626,2.438,2.517,2.35,2.393,2.379,2.415,2.469,2.334,2.182,17.262,16.94,16.423,16.201,16.052,15.969,15.377,15.109,15.146,3.751,3.884,3.783,3.757,3.89,3.982,4.05,3.788,3.595,29.144,28.799,30.14,30.814,30.95,28.726,31.172,35.117,33.73,3.986,2.338,5.368,2.13,1.226,-13.709,14.086,9.788,0.821,1.339,1.366,1.37,1.424,1.462,1.507,1.454,,58.0,0.783,1.248,0.71,1.071,1.047,1.577,1.283,3.56,5.819,0.721,1.36,0.443,2.108,1.771,-0.894,1.143,2.983,1.826,3.87,3.986,4.025,4.013,4.051,3.997,4.097,4.248,99983.0,102135.0,110756.0,114939.0,110049.0,93103.0,113323.0,106479.0,14.0,14.0,14.0,14.0,14.0,7.098,6.749,6.372,5.921,5.704,5.331,5.049,4.087,3.82,15.437,15.476,15.356,14.475,13.676,12.657,13.229,11.549,11.258,11.388,11.078,10.466,10.115,9.437,8.736,9.203,7.753,7.396,30387.129,31126.325,32554.147,34746.344,33812.789,32091.487,36852.543,35635.744,39003.316,,,,,,,2.38,,,,,,,22.322,22.647,22.779,22.734,23.381,24.346,24.323,23.957,75.834,76.306,77.021,77.302,77.502,77.709,78.411,78.68,78.633,,
Jamaica,Caribbean,North America,6.308,6.599,6.632,6.592,7.02,8.683,8.341,8.099,9.024,,,3.231,,,,,36.786,38.268,39.412,39.639,44.228,26.882,41.362,45.264,44.983,100.0,100.0,100.0,0.605,1.109,0.787,1.733,0.779,-10.158,4.345,5.167,2.177,0.769,0.745,0.715,0.687,0.67,0.845,0.849,0.678,0.67,6.64,6.378,5.481,4.245,3.836,5.732,4.236,3.197,3.303,11.452,11.379,9.712,6.953,6.372,7.436,6.343,5.136,5.696,13.511,8.634,7.399,5.47,4.987,6.501,5.188,4.083,3.022,3.1,3.246,3.59,3.688,3.562,3.979,4.171,4.2,4.231,25.368,22.93,22.754,22.132,20.902,21.634,20.867,19.908,19.584,8.079,8.745,9.194,8.947,8.226,8.884,9.377,8.727,8.581,36.967,36.54,35.822,35.357,34.142,34.692,34.242,33.107,33.052,17.745,16.722,16.761,16.261,15.231,15.936,15.738,14.854,14.61,29.922,31.813,34.657,38.564,38.036,,,,,4.806,2.707,5.134,8.229,3.63,,,,,,,,,,,,,71.0,6.655,4.664,6.55,4.993,3.183,3.464,7.426,12.798,11.687,6.519,6.592,6.002,4.924,4.203,1.919,2.186,1.864,1.939,0.429,0.472,,0.55,,,,,1806.0,2129.0,2335.0,2673.0,3528.0,3422.0,4331.0,4818.0,37.0,12.0,12.0,11.0,11.0,,6.461,5.883,3.558,3.336,4.183,2.821,2.142,1.682,,5.122,4.86,3.634,2.952,3.245,2.921,2.146,1.389,,11.992,9.788,7.405,6.713,6.377,6.808,5.476,4.038,5062.896,5009.795,5259.313,5578.103,5607.243,4879.44,5165.338,6022.153,6839.725,,,,,,,-3.3,,,,,,,11.08,11.08,11.08,11.08,11.08,11.08,11.08,11.08,59.932,60.214,60.588,60.955,62.296,61.328,61.587,62.693,62.718,0.307,0.319
Japón,Eastern Asia,Asia,1.034,1.125,1.128,1.044,1.039,1.066,1.013,1.018,,,,,,,,,7.678,7.237,7.705,7.889,8.38,7.157,7.553,8.999,10.348,88.669,75.412,76.762,1.668,0.805,1.759,0.771,-0.262,-3.865,3.032,1.404,2.176,-0.022,0.032,0.003,-0.038,-0.051,-0.203,-0.367,-0.348,-0.392,3.605,3.357,2.958,2.651,2.496,3.029,3.049,2.777,2.827,3.09,2.835,2.645,2.232,2.168,2.531,2.55,2.38,2.322,3.385,3.132,2.822,2.467,2.351,2.809,2.809,2.615,2.6,2.045,2.037,1.97,1.938,1.824,1.772,1.701,1.651,1.623,3.827,3.755,3.696,3.762,3.612,3.508,3.466,3.532,3.469,3.059,2.896,2.845,2.932,2.83,2.695,2.551,2.569,2.44,8.82,8.428,8.32,8.225,8.109,8.109,8.651,9.514,7.879,3.498,3.384,3.325,3.397,3.266,3.148,3.059,3.101,3.005,17.437,16.058,17.591,18.315,17.464,15.529,18.125,21.542,21.811,3.211,1.618,6.619,3.76,-1.458,-11.595,11.872,5.283,2.976,3.241,3.107,3.166,3.219,3.218,3.269,3.296,,30.0,2.111,0.42,-0.074,-0.0,0.635,0.941,-0.19,0.334,3.793,0.118,0.818,0.381,0.502,0.781,1.238,0.696,1.128,0.475,,2.426,,2.498,,2.614,,,22387.0,23944.0,27442.0,29243.0,30733.0,33411.0,37275.0,37312.0,19.0,19.0,19.0,19.0,19.0,2.72,2.59,2.32,2.3,2.03,2.47,,,,,,,,,,,,,4.02,3.7,3.39,3.1,2.87,3.21,,,,34960.639,39375.473,38834.053,39751.133,40415.957,40040.766,40058.537,34017.272,33766.527,,,,,,,,,,521.951,502.554,520.663,524.291,11.536,11.479,11.416,11.364,11.314,11.259,11.21,11.155,89.136,89.535,89.711,89.837,90.068,90.119,89.648,88.835,90.497,,
