Country Name,Indicator Name,Year,Value,Region,Continent
"Congo, República del",Empleados agricultura - mujeres.csv,2019,30.8663022264241,Middle Africa,Africa
"Congo, República del",Empleados agricultura - mujeres.csv,2020,31.0104339383696,Middle Africa,Africa
"Congo, República del",Empleados agricultura - mujeres.csv,2021,31.0629339510152,Middle Africa,Africa
"Congo, República del",Empleados agricultura - mujeres.csv,2022,30.3377367856055,Middle Africa,Africa
"Congo, República del",Empleados agricultura - mujeres.csv,2023,29.8802687424108,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2015,75.2090547142326,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2016,75.2792804172142,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2017,75.0316091782805,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2018,74.5741281234871,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2019,74.4754260838707,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2020,74.9528856364441,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2021,74.8216065421812,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2022,74.740557400977,Middle Africa,Africa
"Congo, República del","Empleo vulnerable, total.csv",2023,74.5202031235954,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2015,31.8688720672442,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2016,31.5886252286347,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2017,31.5956527697505,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2018,31.5473946114028,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2019,31.0372476581068,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2020,31.3047623801058,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2021,31.182435309903,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2022,30.6006955175736,Middle Africa,Africa
"Congo, República del",Empleos agricultura.csv,2023,30.1664454325065,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2015,40.8570487934502,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2016,42.068526050081,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2017,47.9627316588394,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2018,62.2105922950548,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2019,56.1988143702835,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2020,40.7190432792988,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2021,52.8365708586233,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2022,63.8121468562925,Middle Africa,Africa
"Congo, República del",Exportaciones bienes y servicios (% del PIB).csv,2023,56.8959278033859,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2015,-4.53337279249317,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2016,4.87283776117538,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2017,2.11363836404178,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2018,20.6076959351059,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2019,-3.74206704655904,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2020,-9.40213087165273,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2021,-1.00001434152918,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2022,-0.731218043702015,Middle Africa,Africa
"Congo, República del",Exportaciones de bienes y servicios(% anual).csv,2023,0.990558957524328,Middle Africa,Africa
"Congo, República del",Gasto investigación y desarrollo.csv,2022,0.414900004863739,Middle Africa,Africa
"Congo, República del",Indice facilidad para hacer negocios.csv,2019,180.0,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2015,-17.2539875449458,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2016,-3.50248728902629,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2017,12.3656768528042,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2018,22.2344412921584,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2019,-1.31736650195613,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2020,-13.9995678950009,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2021,23.2907180099124,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2022,18.2608987808466,Middle Africa,Africa
"Congo, República del","Inflación, deflactor del PIB (%) anual.csv",2023,-7.56770228699291,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2015,34.4182561027248,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2016,0.46296936341342,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2017,0.379683994805171,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2018,0.0921548794436184,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2019,-10.214754646531,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2020,-17.2921171034228,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2021,-2.15982873741865,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2022,0.157485885506815,Middle Africa,Africa
"Congo, República del",Inversión extranjera directa.csv,2023,0.172079981336882,Middle Africa,Africa
"Congo, República del",Medicos (cada 1.000 personas).csv,2016,0.102,Middle Africa,Africa
"Congo, República del",Medicos (cada 1.000 personas).csv,2018,0.1,Middle Africa,Africa
"Congo, República del",Medicos (cada 1.000 personas).csv,2022,0.175,Middle Africa,Africa
"Congo, República del",Nuevas empresas registradas (numero).csv,2015,92.0,Middle Africa,Africa
"Congo, República del",Nuevas empresas registradas (numero).csv,2016,86.0,Middle Africa,Africa
"Congo, República del",Nuevas empresas registradas (numero).csv,2017,95.0,Middle Africa,Africa
"Congo, República del",Nuevas empresas registradas (numero).csv,2018,113.0,Middle Africa,Africa
"Congo, República del",Nuevas empresas registradas (numero).csv,2019,109.0,Middle Africa,Africa
"Congo, República del",Nuevas empresas registradas (numero).csv,2020,132.0,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2015,2439.35189403696,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2016,2093.10728558843,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2017,2211.63309874797,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2018,2694.43413191427,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2019,2488.42466724916,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2020,1993.586671931,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2021,2516.16255145432,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2022,2620.83804267402,Middle Africa,Africa
"Congo, República del",PIB per capita US a precios actuales.csv,2023,2477.97845544866,Middle Africa,Africa
"Congo, República del",Pago de impuestos (numero).csv,2015,50.0,Middle Africa,Africa
"Congo, República del",Pago de impuestos (numero).csv,2016,50.0,Middle Africa,Africa
"Congo, República del",Pago de impuestos (numero).csv,2017,50.0,Middle Africa,Africa
"Congo, República del",Pago de impuestos (numero).csv,2018,50.0,Middle Africa,Africa
"Congo, República del",Pago de impuestos (numero).csv,2019,50.0,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2015,1.61054172767204,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2016,1.61054172767204,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2017,1.61054172767204,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2018,1.61054172767204,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2019,1.61054172767204,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2020,1.61054172767204,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2021,1.61054172767204,Middle Africa,Africa
"Congo, República del",Tierras cultivables.csv,2022,1.61054172767204,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2015,23.6522959027319,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2016,23.5909668361336,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2017,23.8410663107531,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2018,24.2949460954083,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2019,24.4038894244407,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2020,23.9314003392808,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2021,24.0672159780364,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2022,24.153470965128,Middle Africa,Africa
"Congo, República del","Trabajadores asalariados (empleados), total.csv",2023,24.3803560137271,Middle Africa,Africa
"Corea, República Popular Democrática de",Contaminación aire.csv,2015,100.0,,Asia
"Corea, República Popular Democrática de",Contaminación aire.csv,2016,100.0,,Asia
"Corea, República Popular Democrática de",Contaminación aire.csv,2017,100.0,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2015,0.778909363697641,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2016,0.795782243337037,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2017,0.799660891008388,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2018,0.796089442053611,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2019,0.788732546679954,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2020,0.775016374519922,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2021,0.785001237782668,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2022,0.802922340432274,,Asia
"Corea, República Popular Democrática de",Crecimiento población urbana.csv,2023,0.793945560885064,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2015,2.811,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2016,2.788,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2017,2.672,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2018,2.624,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2019,2.667,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2020,2.866,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2021,2.913,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2022,2.718,,Asia
"Corea, República Popular Democrática de",Desempleo hombres.csv,2023,2.737,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2015,2.986,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2016,3.083,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2017,3.031,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2018,2.898,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2019,2.905,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2020,3.036,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2021,3.092,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2022,2.899,,Asia
"Corea, República Popular Democrática de",Desempleo mujeres.csv,2023,2.931,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2015,2.48384826075249,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2016,2.49502449358387,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2017,2.50044912126913,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2018,2.50017073706623,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2019,2.49828758290714,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2020,2.48004397472297,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2021,2.50560935595861,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2022,2.51267007920677,,Asia
"Corea, República Popular Democrática de","Empleadores, total.csv",2023,2.50946655550544,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2015,43.2677247553665,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2016,42.8405507175245,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2017,42.7670674750822,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2018,42.6728246180184,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2019,42.2774419050445,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2020,42.4522954053193,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2021,42.1459695368934,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2022,41.8823427840497,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - hombres.csv,2023,41.609841758616,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2015,55.7200869870037,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2016,55.0066131637977,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2017,54.5928711437594,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2018,54.2173492394711,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2019,53.6067585885334,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2020,53.4593240327902,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2021,53.5225355529784,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2022,52.8852340680264,,Asia
"Corea, República Popular Democrática de",Empleados agricultura - mujeres.csv,2023,52.4194453541266,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2015,85.6871236171271,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2016,85.5741711282138,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2017,85.5400319170088,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2018,85.5815089185747,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2019,85.5938022311011,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2020,85.9367117348925,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2021,85.652220230652,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2022,85.4948082251945,,Asia
"Corea, República Popular Democrática de","Empleo vulnerable, total.csv",2023,85.4664985857628,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2015,49.3123459340053,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2016,48.7291435800816,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2017,48.487946332918,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2018,48.2616813755702,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2019,47.7591922424605,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2020,47.7693023941928,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2021,47.6479175988085,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2022,47.1928236393972,,Asia
"Corea, República Popular Democrática de",Empleos agricultura.csv,2023,46.820992373408,,Asia
"Corea, República Popular Democrática de",Medicos (cada 1.000 personas).csv,2016,3.689,,Asia
"Corea, República Popular Democrática de",Medicos (cada 1.000 personas).csv,2017,3.671,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2015,19.2675026991114,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2016,19.1844531185118,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2017,19.0598787476123,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2018,19.0598787476123,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2019,19.0598787476123,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2020,19.0598787476123,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2021,19.0598787476123,,Asia
"Corea, República Popular Democrática de",Tierras cultivables.csv,2022,19.0598787476123,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2015,11.8290219968447,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2016,11.9308043782023,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2017,11.9595189617221,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2018,11.918320344359,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2019,11.9079101859917,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2020,11.5832442903845,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2021,11.8421704133894,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2022,11.9925216955987,,Asia
"Corea, República Popular Democrática de","Trabajadores asalariados (empleados), total.csv",2023,12.0240348587318,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2015,2.00390779269061,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2016,1.85903488299151,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2017,1.8507562953431,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2018,1.74640339447114,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2019,1.66793097899135,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2020,1.76572048133322,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2021,1.85566425511796,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2022,1.64164716763395,,Asia
"Corea, República de","Agricultura, silvicultura y pesca, valor agregado.csv",2023,1.59560572785029,,Asia
"Corea, República de",Comercio servicios.csv,2015,14.2985970442523,,Asia
"Corea, República de",Comercio servicios.csv,2016,13.8000522978613,,Asia
"Corea, República de",Comercio servicios.csv,2017,13.316501623707,,Asia
"Corea, República de",Comercio servicios.csv,2018,13.7201829305688,,Asia
"Corea, República de",Comercio servicios.csv,2019,14.2012742703279,,Asia
"Corea, República de",Comercio servicios.csv,2020,11.7898185940242,,Asia
"Corea, República de",Comercio servicios.csv,2021,13.4832474125565,,Asia
"Corea, República de",Comercio servicios.csv,2022,16.1613018387126,,Asia
"Corea, República de",Comercio servicios.csv,2023,16.0341631112125,,Asia
"Corea, República de",Contaminación aire.csv,2015,100.0,,Asia
"Corea, República de",Contaminación aire.csv,2016,100.0,,Asia
"Corea, República de",Contaminación aire.csv,2017,100.0,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2015,2.26842940068582,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2016,2.5391447288435,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2017,2.87019696151147,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2018,2.46224621613314,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2019,1.8889146004307,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2020,-0.846212237799236,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2021,4.43912129317819,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2022,2.80523762871836,,Asia
"Corea, República de",Crecimiento PIB per capita.csv,2023,1.2782352431086,,Asia
"Corea, República de",Crecimiento población urbana.csv,2015,0.437904532582115,,Asia
"Corea, República de",Crecimiento población urbana.csv,2016,0.30861280632646,,Asia
"Corea, República de",Crecimiento población urbana.csv,2017,0.208604619717282,,Asia
"Corea, República de",Crecimiento población urbana.csv,2018,0.37951853428273,,Asia
"Corea, República de",Crecimiento población urbana.csv,2019,0.312269897922803,,Asia
"Corea, República de",Crecimiento población urbana.csv,2020,0.118218402592122,,Asia
"Corea, República de",Crecimiento población urbana.csv,2021,-0.128759359504165,,Asia
"Corea, República de",Crecimiento población urbana.csv,2022,-0.171518358139427,,Asia
"Corea, República de",Crecimiento población urbana.csv,2023,0.113085223805968,,Asia
"Corea, República de",Desempleo hombres.csv,2015,3.592,,Asia
"Corea, República de",Desempleo hombres.csv,2016,3.732,,Asia
"Corea, República de",Desempleo hombres.csv,2017,3.777,,Asia
"Corea, República de",Desempleo hombres.csv,2018,3.922,,Asia
"Corea, República de",Desempleo hombres.csv,2019,3.869,,Asia
"Corea, República de",Desempleo hombres.csv,2020,3.886,,Asia
"Corea, República de",Desempleo hombres.csv,2021,3.562,,Asia
"Corea, República de",Desempleo hombres.csv,2022,2.723,,Asia
"Corea, República de",Desempleo hombres.csv,2023,2.638,,Asia
"Corea, República de",Desempleo mujeres.csv,2015,3.483,,Asia
"Corea, República de",Desempleo mujeres.csv,2016,3.538,,Asia
"Corea, República de",Desempleo mujeres.csv,2017,3.483,,Asia
"Corea, República de",Desempleo mujeres.csv,2018,3.692,,Asia
"Corea, República de",Desempleo mujeres.csv,2019,3.581,,Asia
"Corea, República de",Desempleo mujeres.csv,2020,3.99,,Asia
"Corea, República de",Desempleo mujeres.csv,2021,3.74,,Asia
"Corea, República de",Desempleo mujeres.csv,2022,3.032,,Asia
"Corea, República de",Desempleo mujeres.csv,2023,2.722,,Asia
"Corea, República de","Desempleo, total.csv",2015,3.546,,Asia
"Corea, República de","Desempleo, total.csv",2016,3.65,,Asia
"Corea, República de","Desempleo, total.csv",2017,3.653,,Asia
"Corea, República de","Desempleo, total.csv",2018,3.824,,Asia
"Corea, República de","Desempleo, total.csv",2019,3.746,,Asia
"Corea, República de","Desempleo, total.csv",2020,3.931,,Asia
"Corea, República de","Desempleo, total.csv",2021,3.639,,Asia
"Corea, República de","Desempleo, total.csv",2022,2.857,,Asia
"Corea, República de","Desempleo, total.csv",2023,2.675,,Asia
"Corea, República de","Empleadores, total.csv",2015,6.1390252027733,,Asia
"Corea, República de","Empleadores, total.csv",2016,5.99362398277357,,Asia
"Corea, República de","Empleadores, total.csv",2017,6.01357223910485,,Asia
"Corea, República de","Empleadores, total.csv",2018,6.15465783430455,,Asia
"Corea, República de","Empleadores, total.csv",2019,5.66808360755033,,Asia
"Corea, República de","Empleadores, total.csv",2020,5.10007744744204,,Asia
"Corea, República de","Empleadores, total.csv",2021,4.7925888466346,,Asia
"Corea, República de","Empleadores, total.csv",2022,4.86098474120712,,Asia
"Corea, República de","Empleadores, total.csv",2023,4.99586207681546,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2015,5.12917071608941,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2016,4.90031556075211,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2017,5.03247726923657,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2018,5.17646623264964,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2019,5.36695629873592,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2020,5.68990715450287,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2021,5.76304624250889,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2022,5.84730445343296,,Asia
"Corea, República de",Empleados agricultura - hombres.csv,2023,5.77271284300956,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2015,5.3760909661144,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2016,4.99247007210978,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2017,4.77520841797881,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2018,4.75422006924331,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2019,4.84525063766676,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2020,4.94614189446018,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2021,4.79745014370475,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2022,4.88767072448546,,Asia
"Corea, República de",Empleados agricultura - mujeres.csv,2023,4.74903711056001,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2015,19.7143657808673,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2016,19.5126634786581,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2017,19.3896371532668,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2018,18.9655610948132,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2019,18.9689055365591,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2020,19.3280531271041,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2021,19.1130514200699,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2022,18.5910665529218,,Asia
"Corea, República de","Empleo vulnerable, total.csv",2023,18.1876056083088,,Asia
"Corea, República de",Empleos agricultura.csv,2015,5.2327612879144,,Asia
"Corea, República de",Empleos agricultura.csv,2016,4.93914259347297,,Asia
"Corea, República de",Empleos agricultura.csv,2017,4.92342623462517,,Asia
"Corea, República de",Empleos agricultura.csv,2018,4.99652033141647,,Asia
"Corea, República de",Empleos agricultura.csv,2019,5.14298947429373,,Asia
"Corea, República de",Empleos agricultura.csv,2020,5.37120400900264,,Asia
"Corea, República de",Empleos agricultura.csv,2021,5.34699519876567,,Asia
"Corea, República de",Empleos agricultura.csv,2022,5.4318012862755,,Asia
"Corea, República de",Empleos agricultura.csv,2023,5.32432794838826,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2015,42.989561527711,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2016,40.1326509111205,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2017,40.9342069409884,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2018,41.7132908430894,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2019,39.2758610673609,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2020,36.359590549146,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2021,41.8772295047804,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2022,48.2717642210409,,Asia
"Corea, República de",Exportaciones bienes y servicios (% del PIB).csv,2023,43.9956698686696,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2015,0.234197142131109,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2016,2.37228906653245,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2017,2.48034493797871,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2018,3.97593688547555,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2019,0.238336268539683,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2020,-1.70680602744788,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2021,11.0947403075219,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2022,3.42852966546256,,Asia
"Corea, República de",Exportaciones de bienes y servicios(% anual).csv,2023,3.08052088214828,,Asia
"Corea, República de",Gasto investigación y desarrollo.csv,2015,3.97819995880127,,Asia
"Corea, República de",Gasto investigación y desarrollo.csv,2016,3.9870400428772,,Asia
